path,bytes,sha256,present,tracked_before_snapshot,content_review
00-当前研究/validation/structure_audit/OEF_CCD.json,4525,8e78af0539fb9372b32ec64c812c6aa2a0ff593c691baa6091ffae76fecb011c,True,True,not_implied_by_inventory
00-当前研究/validation/structure_audit/ZEP_CCD.json,4370,0c738b489e557f35cb94a9fa2fa6f836fba197f53e944689cf80c88492727589,True,True,not_implied_by_inventory
00-当前研究/validation/structure_audit/summary.json,1343,ee7f73c4e216ee64838d5123805793f5925f2002224f81621170d699c1f22e88,True,True,not_implied_by_inventory
00-当前研究/verify_methods.py,3202,7fe1278967544489e2db4a6055ff2930e78a97352944f2e68601ab940f548af5,True,True,not_implied_by_inventory
00-当前研究/研究状态.json,618,6694809069b96b6a9118ebe2acbef98efca2c1bfdafb10f40f02a3aa2cccd09b,True,True,not_implied_by_inventory
00-当前研究/给指导老师的研究进展.md,7702,ab6c600dfdd619c348a5e3f49694ec4553789b641353f8783274b25b2fdbce7a,True,True,not_implied_by_inventory
00-索引.md,759,f922a916f5d4511ea00a51221ebfc0cd6e634dd7ae7de5932ab7814703951c04,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/.gitignore,102,711d920dd2f3ad8724b4da56a8acaff076e1791819fa4eec428e0df05999c799,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/CONTRIBUTORS.md,1166,0b43adccf2c7c2ad9d7211f40b8fd167dee645200385b2024897406dea2f3869,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/README.md,3069,7092494ad93504ec945fb181e1865b6e26af87f850fdc00d53efe8b4f87ed0ec,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/processed/cleaned_compounds.csv,22184,b0263caa0fe3d0660e34a71fadc51e40a20008492532043204f553bda23cf934,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/processed/rejected.csv,35,f1b0d8c7ca228123d2e31ac2cc0dbb352f846d948b64fea55432af0d7fa4d179,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/processed/screening_pool.csv,4213,3cf2c4b10a3c23f883f8386c6e9d3e4f2d0a1cd83cf1cd2bbe1367975b9677c9,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/raw/novel_terpenes_lignans.csv,2097,598e0d32ea69eef9483cbf867e4359c4a0d49ed4b0e1c4430dc29721229d001d,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/raw/tcm_seed_compounds.csv,12333,f448b47b6a466105474646791c73c92ab9f2f669e0c8ac7aaddb6eebff752c2a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/splits/test.csv,5181,0808e6275290e89a63a3d47cb4a474d9ba6a3e0db7e72f8bb0e3aaf5e2582bf2,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/splits/train.csv,13398,ad1442b94fbd4ac74cd126981690a5ecf83626614270523832f532d5360d2138,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/data/splits/val.csv,3935,e8cb8018434cf9a7d059a24e35a09280ca58e4103ff89e4da77af2081bbffbcc,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/00_environment.md,1445,a0e254c9a17a833843c48aeccf734150b3d2bf2073b774d7af0e1fd24b3be199,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/01_data_dictionary.md,3380,7e216ea096cb78d2d4c0cbdb16c9ca7062c815400f2bd869e7ab198fc662a68f,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/02_model_notes.md,1986,4a212bcf7607f4f086d88c9020d92d3d2436a5c50de5729d4ea4ef5eac93d46a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/03_docking_protocol.md,1749,1442536d1926443d4e5357aef5709966d7d596f0bfdfb9e938ce0ca056a62939,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/MANIFEST.md,23034,e2f9ff1631b2d5156e86183a5f868bf5b160696e8063c5909b90c0f63a5caa6b,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/MEMBER_WORKBENCH.md,7688,71bf6aa73ebd0c2c69ccde1198e3005b764b29cbd11cf4cf3d462273ab21fa91,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/PHASE_PLAN.md,5436,1f7187fbaa5df5d529b561ac4fa8d10d7892cf04c83257268bfbc826b29f376a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/VERIFY_MANUAL.md,6864,42f690ffaf64de93ee51454dbb534f18d5cf9a79e65197b018a981d5dde23576,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/VERIFY_TASKS.md,16684,5941ca1bdc29d5993501c5207b3dea33151df42c37880f5631c07be364106019,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/minutes/week1-2.md,1652,17881b0ff228678bd3f0ad65abe7e1504e1d9fae2b91e28f0414a5f4b9faf2b4,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/minutes/week3-4.md,1884,06c3e69d2bcd5108208b9ec0cf5241892b6d4d6a182802ea3996733ae7f31507,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/minutes/week5-6.md,1611,c8da324836ff0e7f0548a455ba3bc399cfc57375384e0dceb047bf5ee5e988b0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/personal/00_工作量与成果总表.md,3068,3a3cd5835105fbfb8fa7138faa11178c03a45251d1fc460057cb133194535775,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/personal/P1_王启龙.md,1693,ea32456ce3c1473b9280906ca355f51a11dd9ad7fd8f80716899e8841f641aef,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/personal/P2_宁显泷.md,1708,c8a39975c8f998719d2b63b084f88fbfb35e477c8f02a8f41972c8e3a90f2dcf,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/personal/P3_衣思淼.md,1725,71a8ecdf7244d5f8570228dc34fdb410c6d1a8731b8afedbb97fa702c6a9380e,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/personal/P4_代维斯丹.md,1607,79711480eebbfdf56e78989fec54bc81e2fc98030af8baaf3601594bb8823687,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/personal/P5_王散曼.md,1874,dd67febe901ab931f9d1c94692638124c76c9453dad7451347abdb17bdb29824,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/docs/全线研究流程与暑假文件验证对照.md,6062,48506a78976109367ef369940dc0b7456913eb7c8a0d405abb407c8f488dde55,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/README.md,2417,59eac8ed248d2dab248d24918bda40dcc70aa2240dc5be188beb47294b8990be,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/REPORT.md,8849,4572599e9b79fbc8290eeea144ddec8d17cd4b7c1bc1c413b3c0e55214e3f9c0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/data/cleaned_compounds.csv,22184,b0263caa0fe3d0660e34a71fadc51e40a20008492532043204f553bda23cf934,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/data/screening_pool.csv,4213,3cf2c4b10a3c23f883f8386c6e9d3e4f2d0a1cd83cf1cd2bbe1367975b9677c9,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/data/smiles_fix.json,1026,29ce0611228629c6814766e54999cc75f7e9161d5b023d7adf1bbec0df4e2fac,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/data/splits/test.csv,5181,0808e6275290e89a63a3d47cb4a474d9ba6a3e0db7e72f8bb0e3aaf5e2582bf2,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/data/splits/train.csv,13429,d5b87c068889e9a3086dfffed557488b4a659ef7f5d7ed85aeb9ecfb0aa85bc3,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/data/splits/val.csv,3935,e8cb8018434cf9a7d059a24e35a09280ca58e4103ff89e4da77af2081bbffbcc,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/boxes.json,322,37dfe0defb0917bb570db3f859a206777e0c3fb341999917b3af9626e102447b,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/FXR_LBD_FEX_redock.pdbqt,3871,ad9b91ec067d4ec41064179991a1f07667d8bb6c3712912c89c642ca69a93887,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-001.pdbqt,2679,e02eb4c85d8613bac183e786bc645549858f032952d1efcc99e6043c9be42dd7,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-002.pdbqt,2467,6973b70650bf232fab80a4e338a2c74b82f889be93504b7d26f08834a854a5cf,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-003.pdbqt,5387,4354d2dafa4119359289409656b458467ac3eb132808b29c34ad17c5aaff2962,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-004.pdbqt,2255,6684c91e25bea078dedbfa943cdc6d27626986d874dea080ff679a6b2b6c4f28,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-005.pdbqt,2467,c857782c46fb150449b104c384d73de041f01949361a264a46dd9281dde4e9c0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-006.pdbqt,2044,c3987b23c21a3fcc8a36185173a509c5eab24410a1dc8f7cf8cf7f82fd61cdd8,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-007.pdbqt,3598,b75fb4a3780f566121c1f1c24eadb99e68b0ec4f2b454f69bee639294dc23e47,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-008.pdbqt,2043,54a60485c28cead6da6034c3e17b729d1652de8e47f8164c744824780b54e173,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-009.pdbqt,2716,b8f877b60e19118f2fae1a9cb2113642b898052dea294a52144c426fe5d929bd,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-010.pdbqt,5636,72f8c0e8b79f306a072e2ec8ab021eca3f22484839ed9047d4560fffb3a4f691,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-011.pdbqt,2255,0412f2c9b6c6a73667eddd65b9eae42f76450fff238711a7ec327edd05a6a0d9,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-012.pdbqt,2043,4e7c7f83e3806a01c3749c8ca5835c8acf629e308395e5b325dc59976b48b7ad,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-013.pdbqt,3598,85cb7995e4e5386329535e892123642511d1caa25d48882e400932f70f18610f,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-014.pdbqt,2914,a495f8d2f0a87186a234a067503666162af73b0975df21213cc64dd9a64d4044,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-015.pdbqt,3525,372b8fcca8d0210dc80360f56e9cba10c02b88fb44368ad4d05461befff4aa8c,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-016.pdbqt,3021,bd14c89593d7be95ad0ec897160483c39a709bf89b63bf21163ee7c4233c44b0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-017.pdbqt,2023,a2260117a83f392e1156d0d85cc6ceebcb27e01fbb14b1cb5744a5e23272217c,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-018.pdbqt,3748,03be51836fbe0979885ecc58df75c49bdb316dbbb8da61178bf20afaad3edd56,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-019.pdbqt,2747,ad586c629b29f8fc48165013c7a43e814e9b71f174bc8eab7ed4770510b1874b,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-020.pdbqt,2800,0f2ed9ef3784d1add75f798f5a08199e8a8b427209912ccc1e89c34d05d97216,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-021.pdbqt,1647,3a4e37ab77f4b7f657f3689b24907ef3ac351c496ca6a46e13cb95005015fb2c,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-022.pdbqt,1436,63296b93297a2a1200fc945c0baf28c847db9c48d2cefec103fac2a55d5407d0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-023.pdbqt,1651,bb9f70ce49035e2d1ed7255177590a1b1788384011b6290b3148e2180243a2a1,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-024.pdbqt,1670,e815de81894c134d15502a3ebea6a3893dfcdbcdcd0f7ee233dd4f30cee5b925,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-025.pdbqt,1896,fa48644c019dc02a3045b31333417ac35b71f0c37b48608c0b6bdc470bf9c9a0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-026.pdbqt,2021,240ad3a75248b523e72f79261174f4332e7b44edd4250cefd29bb608048c88e6,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-027.pdbqt,2646,9d09935ed8a29d5fa4544ab35d84f8cddf11dd43ac4bf78a4e4ab3f5cf886e04,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-028.pdbqt,2645,24454db9d48d9460b141eaf9c3bdcb6240f1b23d150f96a36fd9e99807ee31e5,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-029.pdbqt,4133,cf7bc30c57e9a88d2073b575e96d28d862311fb51de76f2c898cfddeb0e9c7a9,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-030.pdbqt,3212,dd31d4ef82b91df78468e30a093ac6c89afa3576484986bab2fa361cbc17c5cd,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-031.pdbqt,2098,d54a220def86dacbdfe283bd6615ad29a98982303d8dda0543c64f3189e5f0cb,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-032.pdbqt,2345,60897e5db66f4e134a56a57e493edff291301abf4892dda324b2208c86d7d949,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-033.pdbqt,2043,0b80dc18be9acd53327ccdca6874e06128915d5ec6d755525ec806b74126ce3a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-034.pdbqt,2224,f9e93b9796f9067ecbaeb4e9fd66b36f744a0d1ab506e03184a7608e5ec5b0fa,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-035.pdbqt,3050,ee3b07a037e7ac136f0a36842ceb2f5c53e2001e7c11471b32da5843a6b7a8b9,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-036.pdbqt,2904,76d390c4f00e6aebfa4961bf195b3041e005b55c7557ae6c118087478224f631,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-037.pdbqt,2934,9a36b34818205a0e97be2d81e8ac42d6c28d1d0fe653c0117da9de380bf67462,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-038.pdbqt,3420,d7b95c3cf417ee7fb286ea9ea54842917775e7dd01509595829e57e4f8aefb3f,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-039.pdbqt,6535,e1f35cd66aacfb58f977df45c7c2d341654bbeaa0e9c2e6e6bf810082303df3a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-040.pdbqt,3310,6532c82cdf10a64a4684b16e8a4b58d0bbf4042dc2451a4372df6a5c2ed61962,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-041.pdbqt,3310,dfd7a14c6c843b2c555379c6f16907ca9f7f8797828e4037bbf9ebf5e9bbff0e,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-042.pdbqt,2208,1d8b787848f9a4df7a6c86ccc8dcbdbead83e119a346c0eaf54de65c5a9a60c3,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-044.pdbqt,1318,cef6ab4d00c78d6ef5662bb88b19b8020fab4dc0a0bf57cde2ca8f9db96799a8,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-045.pdbqt,1244,7763258af34f38397fa36f85d25ac010ec223ac11bce18d9cab4ffc1a904d0dc,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-046.pdbqt,1476,3c5d96f79fbae10ecda6ea95174d88f5184ffdf6c9995611e3b7600a68156ff5,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-047.pdbqt,1475,7c9e9dad8a17d5df175378cdf3279de1dcbb1a2fcac81d8ccf8d761f95737173,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/HP-048.pdbqt,1588,117145d6d3ab78383420da651c01368014e1f9ece5da6cdc27aac47d2631d8d0,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/KEAP1_KELCH_IQK_redock.pdbqt,4081,2a07af2a0ae8fe3965721cb14e6997e6027159cc18731d67c9e4e363427386d3,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-001.pdbqt,3558,da1a547ec2ab0a46efda13c8c043a38ce629252ba9f5b4dbd49244e63c189ca8,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-002.pdbqt,3541,ec13984a9b7101bf4b0a629284fed065f543c3d707ba055e3635960a14a51e49,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-003.pdbqt,3663,a24c69a3dd49a37c5ab44110dbe76c6cb79279c27a5069db1988e824261bfbb1,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-004.pdbqt,3875,dab9ef7a2d4c30699bd6ab044d84fa29d28bce60b36de8545adeefa188c95e5e,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-005.pdbqt,2929,ebde8163fb7befe0d6bef4c473a1630701ac5b6188cbd4c656e3a0dc749e10e3,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-006.pdbqt,2456,77da24ad13e87104001e797b6282b7291ddf5a8a5715d3fa72fdf0662adf3a1a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-007.pdbqt,2803,b57fea65b9ed214c2eed25f46618d28866a2accddc565f01f7df9d1f93a00c5b,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-008.pdbqt,3405,3cf37d88868eab273b426085811f8e67f92ac2c2fd9282bb13fff5affa1a3dbc,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-009.pdbqt,2802,8a251841d14eee4c36ba3b0e85797392de5d74c168c5c169fb53eaa93a63700a,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-010.pdbqt,2864,e9394f5d89518578dc654c7a542bd6fe50b6610ac68fb64f661ffb908e70e5cc,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-011.pdbqt,3214,5e239123c6a2cd4d7f791590cad0b4b167dc8af395f115bd3774fd3a4717cf38,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/ligands/NV-012.pdbqt,3223,458b41af79be84bf4682addee8de744a7918357e4c60f5653e0e489c67ae9215,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/outputs/FXR_LBD_FEX_redock_out.pdbqt,20840,462f4a5292b96ab62e9f63227aa8015b1a78e4f59e8121e9150b0073fed49323,True,True,not_implied_by_inventory
01-课题-保肝中药成分虚拟筛选/final-aidd-screening/docking/outputs/HP-001_FXR_LBD_out.pdbqt,26577,f2de373e6ae8db1613f717d5180a64ced1bd04a929a72f2e5d72a7a4e1675bf4,True,True,not_implied_by_inventory
